stop_id,stop_name,stop_lat,stop_lon,zone_id,location_type,stop_code,stop_desc,stop_url
"12801","centrepoint Metro Station 1","25.2301029166194","55.3915799141968","0005","","12801","",""
"12802","centrepoint Metro Station 2","25.2301300294771","55.3915005315353","0005","","12802","",""
"12901","Emirates Metro Station 1","25.2410969395242","55.365719719935","0005","","12901","",""
"12902","Emirates Metro Station 2","25.2411511265277","55.3656105555073","0005","","12902","",""
"13001","Airport Terminal 3 Metro Station 1","25.245142362951","55.3594279181633","0005","","13001","",""
"13002","Airport Terminal 3 Metro Station 2","25.2451784839303","55.3593584461746","0005","","13002","",""
"13101","Airport Terminal 1 Metro Station 1","25.2482397169548","55.3527285832243","0005","","13101","",""
"13102","Airport Terminal 1 Metro Station 2","25.2483300107866","55.3525598567799","0005","","13102","",""
"13201","GGICO Metro Station 1","25.2494685420322","55.3398646552076","0005","","13201","",""
"13202","GGICO Metro Station 2","25.2494775620997","55.3400234720385","0005","","13202","",""
"13301","Deira City Centre Metro Station 1","25.2542891652388","55.3302759981749","0005","","13301","",""
"13302","Deira City Centre Metro Station 2","25.254225975661","55.3303057789799","0005","","13302","",""
"13401","Al Rigga Metro Station 1","25.2631896957399","55.3241507321543","0005","","13401","",""
"13402","Al Rigga Metro Station 2","25.2631987235161","55.3241606586123","0005","","13402","",""
"13501","Union  Metro Station 1","25.2661586206832","55.3137763991591","0005","","13501","",""
"13502","Union  Metro Station 2","25.2661586154172","55.3137366896499","0005","","13502","",""
"13601","BurJuman Metro Station 1","25.2550627082727","55.3044472897491","0006","","13601","",""
"13602","BurJuman Metro Station 2","25.2550356170515","55.3043976637933","0006","","13602","",""
"13701","ADCB Metro Station 1","25.2447162207884","55.2982362894046","0006","","13701","",""
"13702","ADCB Metro Station 2","25.2448065137875","55.2983255942382","0006","","13702","",""
"13801","max Metro Station 1","25.2330062859133","55.2917886083235","0006","","13801","",""
"13802","max Metro Station 2","25.2329611415702","55.2917588496292","0006","","13802","",""
"13901","World Trade Centre Metro Station 1","25.2254756936113","55.2854794579384","0006","","13901","",""
"13902","World Trade Centre Metro Station 2","25.2255027816431","55.2854992954839","0006","","13902","",""
"14001","Emirates Towers Metro Station 1","25.217177736682","55.2797866744244","0006","","14001","",""
"14002","Emirates Towers Metro Station 2","25.2171777402761","55.2797965978196","0006","","14002","",""
"14101","Financial Centre Metro Station 1","25.2109202464275","55.2754630332586","0006","","14101","",""
"14102","Financial Centre Metro Station 2","25.2109924874658","55.275522536463","0006","","14102","",""
"14201","Burj Khalifa/ Dubai Mall Metro Station 1","25.2014572919882","55.269573767186","0006","","14201","",""
"14202","Burj Khalifa/ Dubai Mall Metro Station 2","25.2014843736754","55.2695737530815","0006","","14202","",""
"14301","Business Bay Metro Station 1","25.1913786824255","55.260451415392","0006","","14301","",""
"14302","Business Bay Metro Station 2","25.1913335315612","55.2604216783609","0006","","14302","",""
"14601","Al Safa Metro Station 1","25.1552414030872","55.22846629859","0002","","14601","",""
"14602","Al Safa Metro Station 2","25.1552501982349","55.2281389847352","0002","","14602","",""
"14801","Umm Al Sheif Metro Station 1","25.1265092726518","55.2075283106515","0002","","14801","",""
"14802","Umm Al Sheif Metro Station 2","25.1264279427153","55.2074292335362","0002","","14802","",""
"14901","Mall of the Emirates Metro Station 1","25.1204989633865","55.1993739581119","0002","","14901","",""
"14902","Mall of the Emirates Metro Station 2","25.1204989544262","55.1993640425615","0002","","14902","",""
"15001","Mashreq Metro Station 1","25.1145326642068","55.1905163822241","0002","","15001","",""
"15002","Mashreq Metro Station 2","25.1145326642068","55.1905163822241","0002","","15002","",""
"15101","Dubai Internet City  Metro Station  1","25.1018230467399","55.1736574341393","0002","","15101","",""
"15102","Dubai Internet City  Metro Station 2","25.1018320847333","55.1736673364516","0002","","15102","",""
"15201","Al Khail Metro Station 1","25.0887968573537","55.1579027676795","0002","","15201","",""
"15202","Al Khail Metro Station 2","25.0888691931576","55.1580017945269","0002","","15202","",""
"15301","Sobha Realty Metro Station 1","25.0803082301338","55.1480719468208","0002","","15301","",""
"15302","Sobha Realty Metro Station 2","25.080272058921","55.14802243975","0002","","15302","",""
"15401","DMCC Metro Station 1","25.0712513321838","55.1390858650203","0002","","15401","",""
"15402","DMCC Metro Station 2","25.0713055221671","55.1391056026978","0002","","15402","",""
"15501","Jabal Ali Metro Station  1","25.0576217297744","55.126976936395","0002","","15501","",""
"15502","Jabal Ali Metro Station 2","25.0577030860747","55.1270560839726","0002","","15502","",""
"15503","Jabal Ali Metro Station 3","25.0575498275047","55.127204997497","0002","","15503","",""
"15504","Jabal Ali Metro Station 4","25.0575317315343","55.1271752963765","0002","","15504","",""
"15601","Ibn Battuta Metro Station 1","25.0465675233503","55.1173236923728","0002","","15601","",""
"15602","Ibn Battuta Metro Station 2","25.0465765651173","55.1173335861096","0002","","15602","",""
"15701","Energy  Metro Station 1","25.0261593157465","55.1011698635672","0002","","15701","",""
"15702","Energy  Metro Station 2","25.0261051050788","55.1011402417746","0002","","15702","",""
"15801","Danube Metro Station 1","25.0008646975488","55.0955809615827","0001","","15801","",""
"15802","Danube Metro Station 2","25.0009730738496","55.0956104707459","0001","","15802","",""
"15901","UAE Exchange Metro Station 1","24.9771871480976","55.0908725774144","0001","","15901","",""
"15902","UAE Exchange Metro Station 2","24.9772684755816","55.0909219380114","0001","","15902","",""
"16001","Etisalat Metro Station 1","25.2548424090265","55.4009920597765","0005","","16001","",""
"16002","Etisalat Metro Station 2","25.2548424090265","55.4009920597765","0005","","16002","",""
"16101","Al Qusais Metro Station 1","25.262566101058","55.3877635391478","0005","","16101","",""
"16102","Al Qusais Metro Station 2","25.2625661668266","55.3875848516854","0005","","16102","",""
"16201","Dubai Airport Free Zone Metro Station 1","25.2698550951791","55.3752579173975","0005","","16201","",""
"16202","Dubai Airport Free Zone Metro Station 2","25.2699002534589","55.3751785114661","0005","","16202","",""
"16301","Al Nahda Metro Station 1","25.2732779168318","55.3694611672903","0005","","16301","",""
"16302","Al Nahda Metro Station 2","25.273268884825","55.3694810205262","0005","","16302","",""
"16401","Stadium Metro Station 1","25.2777209425673","55.3618276067258","0005","","16401","",""
"16402","Stadium Metro Station 2","25.2777119326528","55.3617382497685","0005","","16402","",""
"16501","Al Qiyadah Metro Station 1","25.2778939090672","55.3529219332952","0005","","16501","",""
"16502","Al Qiyadah Metro Station 2","25.2778758534674","55.3529318587269","0005","","16502","",""
"16601","Abu Hail Metro Station 1","25.2753218959665","55.3463888153971","0005","","16601","",""
"16602","Abu Hail Metro Station 2","25.2753128705775","55.3463689581866","0005","","16602","",""
"16701","Abu Baker Al Siddique Metro Station 1","25.2708811161749","55.3328369452334","0005","","16701","",""
"16702","Abu Baker Al Siddique Metro Station 2","25.2708901433902","55.3328568007221","0005","","16702","",""
"16801","Salah Al Din Metro Station 1","25.2703931400379","55.3210527409034","0005","","16801","",""
"16802","Salah Al Din Metro Station 2","25.2703931400379","55.3210527409034","0005","","16802","",""
"16901","Union  (Green Line ) Metro Station 1","25.2662398611304","55.3137466039906","0005","","16901","",""
"16902","Union  (Green Line ) Metro Station 2","25.2662850034828","55.3137962336858","0005","","16902","",""
"17001","Baniyas Square Metro Station 1","25.2689199580547","55.3074620018603","0005","","17001","",""
"17002","Baniyas Square Metro Station 2","25.2689289817248","55.3074421447424","0005","","17002","",""
"17101","Gold Souq Metro Station 1","25.2759599746439","55.3015333891552","0005","","17101","",""
"17102","Gold Souq Metro Station 2","25.2759960917645","55.3015730924506","0005","","17102","",""
"17201","Al Ras Metro Station 1","25.2687273722606","55.2938413950262","0005","","17201","",""
"17202","Al Ras Metro Station 2","25.2687183424539","55.2938314703635","0005","","17202","",""
"17301","Al Ghubaiba Metro Station 1","25.265349895396","55.2891766518858","0006","","17301","",""
"17302","Al Ghubaiba Metro Station 2","25.2653498924263","55.2891667245766","0006","","17302","",""
"17401","Sharaf DG Metro Station 1","25.2584012223215","55.297438217294","0006","","17401","",""
"17402","Sharaf DG Metro Station 2","25.2584102470713","55.2974282878944","0006","","17402","",""
"17501","BurJuman Metro Station 1","25.2549272284504","55.3040800426293","0006","","17501","",""
"17502","BurJuman Metro Station 2","25.2549182052136","55.304099897717","0006","","17502","",""
"17601","Oud Metha Metro Station 1","25.244051341186","55.3158246086555","0006","","17601","",""
"17602","Oud Metha Metro Station 2","25.244051341186","55.3158246086555","0006","","17602","",""
"17701","Dubai Healthcare City Metro Station 1","25.2308903588842","55.3227935013539","0006","","17701","",""
"17702","Dubai Healthcare City Metro Station 2","25.2308993818237","55.3227339534988","0006","","17702","",""
"17801","Al Jadaf Metro Station 1","25.225140406883","55.3334226497435","0006","","17801","",""
"17802","Al Jadaf Metro Station 2","25.2251404068766","55.3334325737891","0006","","17802","",""
"17901","Creek Metro Station 1","25.2189656903718","55.3389103653798","0006","","17901","",""
"17902","Creek Metro Station 2","25.2189566627838","55.338920288512","0006","","17902","",""
"18101","The Gardens Metro Station 1","25.0435410835491","55.1351261661188","0002","","18101","",""
"18102","The Gardens Metro Station 2","25.0435051062198","55.1352253173404","0002","","18102","",""
"18201","Discovery Gardens Metro Station 1","25.035213059483","55.1453553935805","0002","","18201","",""
"18202","Discovery Gardens Metro Station 2","25.0352040446277","55.1453653159942","0002","","18202","",""
"18301","Al Furjan Metro Station 1","25.0304370793496","55.1522390270086","0002","","18301","",""
"18302","Al Furjan Metro Station 2","25.0303918336843","55.1521499187928","0002","","18302","",""
"18401","Jumeirah Golf Estates Metro Station 1","25.017901994634","55.1632743272557","0003","","18401","",""
"18402","Jumeirah Golf Estates Metro Station 2","25.0176762525112","55.1632251018515","0003","","18402","",""
"18501","Dubai Investment Park Metro Station 1","25.0056248901308","55.1557327220306","0001","","18501","",""
"18502","Dubai Investment Park Metro Station 2","25.005480368443","55.1556635857719","0001","","18502","",""
"18701","EXPO Metro Station 1","24.9634910483276","55.1462072004411","0001","","18701","",""
"18702","EXPO Metro Station 2","24.9635719095505","55.1459000872509","0001","","18702","",""
"21401","Jumeirah Beach Residence 1","25.0797268825462","55.1382200394376","0002","","21401","",""
"21501","Jumeirah Beach Residence 2","25.0737067023579","55.132252783479","0002","","21501","",""
"21601","Jumeirah Lakes Towers1","25.0719000004983","55.138093679441","0002","","21601","",""
"21602","Jumeirah Lakes Towers2","25.0718909601227","55.1380837821507","0002","","21602","",""
"21701","Dubai Marina Mall","25.0763285324023","55.1420316259519","0002","","21701","",""
"21801","Dubai Marina1","25.0811739367844","55.1473371282461","0002","","21801","",""
"21802","Dubai Marina2","25.0811106833293","55.1472876619783","0002","","21802","",""
"21901","Marina Towers1","25.086738041652","55.1499556175638","0002","","21901","",""
"21902","Marina Towers2","25.0867831537905","55.1499357246885","0002","","21902","",""
"22001","Mina Seyahi1","25.0910603963366","55.1485514189355","0002","","22001","",""
"22002","Mina Seyahi2","25.0911055452924","55.1485612643043","0002","","22002","",""
"22101","Media City1","25.094594262658","55.1519365131777","0002","","22101","",""
"22102","Media City2","25.0946755812492","55.151995874049","0002","","22102","",""
"22201","Palm Jumeirah1","25.0983542450109","55.1557477660988","0002","","22201","",""
"22202","Palm Jumeirah2","25.0982819433821","55.155678474202","0002","","22202","",""
"22301","Knowledge Village1","25.1042377998935","55.1614895270823","0002","","22301","",""
"22302","Knowledge Village2","25.1042377884061","55.1614796128611","0002","","22302","",""
"22401","Al Sufouh","25.1079609646754","55.1648949245268","0002","","22401","",""
"22402","Al Sufouh 2","25.1080151735708","55.1649345084304","0002","","22402","",""
"100003","Gold Souq Bus Station 3","25.275879","55.302349","0005","0","GSBS3","",""
"112001","Naif Intersection 1","25.274107","55.308151","0005","0","NIS1","",""
"137002","Al Nakhal 1-2","25.272352","55.31596","0005","0","N12","",""
"376502","Union Metro Bus Stop 1-2","25.266504","55.31535","0005","0","UMSA2","",""
"143001","Maktoum Road 1","25.26124","55.319843","0005","0","MKR1","",""
"429001","Umm Hurair, Road 1-1","25.242641","55.30957","0006","0","UHR11","",""
"256104","Al Jafiliya Bus Station 4","25.231892","55.291401","0006","0","JBS4","",""
"999101","Sheikh Zayed Road 1-1 (Non Stop)","25.130438","55.21154","0002","0","DZ21","",""
"649101","Dubai Natural Gas Co Limited","25.021036","55.080948","0001","0","DNGL1","",""
"755001","Jebel Ali Free Zone, Main Gate 1","25.01346","55.086143","0001","0","JAFM1","",""
"756001","Dubai Ports Authority, Free Zone Office 1","25.004482","55.081276","0001","0","DFO1","",""
"758001","Jebel Ali Free Zone, Roundabout 5-1","25.002758","55.082886","0001","0","JFR51","",""
"757001","Jebel Ali Free Zone, Sony 1","25.000216","55.085457","0001","0","SJAF1","",""
"760001","Jebel Ali Free Zone, Roundabout 6-1","24.995384","55.090527","0001","0","JFR61","",""
"746001","Jebel Ali Free Zone, Lease Office 5-1","24.985104","55.081726","0001","0","JFL51","",""
"762001","Jebel Ali Free Zone, Nafco 1","24.980343","55.076256","0001","0","NF1","",""
"761001","Container Glass Factory 1","24.977968","55.073429","0001","0","CGF1","",""
"765001","Zaher Group 1","24.973209","55.067974","0001","0","ZG1","",""
"763001","Cleveland Bridge Engineering 1-1","24.970968","55.065395","0001","0","CBE11","",""
"764001","Cleveland Bridge Engineering 2-1","24.967552","55.061451","0001","0","CBE21","",""
"766001","Jebel Ali Free Zone, Roundabout 8-1","24.964464","55.057869","0001","0","JFR81","",""
"731001","Jebel Ali Free Zone, Kanoo Group 1","24.961557","55.056644","0001","0","KGJ1","",""
"733001","Jebel Ali Free Zone, Roundabout 12-A","24.958496","55.059849","0001","0","JFR12A","",""
"733002","Jebel Ali Free Zone, Roundabout 12-B","24.958187","55.060627","0001","0","JFR12B","",""
"731002","Jebel Ali Free Zone, Kanoo Group 2","24.961683","55.056992","0001","0","KGJ2","",""
"767001","Dubai Ports Authority, Staff Quarters 1","24.965372","55.053089","0001","0","DSQ1","",""
"768001","Gulf Denims Limited 1","24.970037","55.048214","0001","0","GDL1","",""
"773003","Jebel Ali, Bus Station 3","24.968716","55.045074","0001","0","JAB3","",""
"768002","Gulf Denims Limited 2","24.969835","55.047985","0001","0","GDL2","",""
"767002","Dubai Ports Authority, Staff Quarters 2","24.965208","55.05286","0001","0","DSQ2","",""
"766002","Jebel Ali Free Zone, Roundabout 8-2","24.9641","55.057884","0001","0","JFR82","",""
"764002","Cleveland Bridge Engineering 2-2","24.967316","55.061771","0001","0","CBE22","",""
"763002","Cleveland Bridge Engineering 1-2","24.97085","55.065842","0001","0","CBE12","",""
"765002","Zaher Group 2","24.973972","55.069408","0001","0","ZG2","",""
"761002","Container Glass Factory 2","24.978699","55.074879","0001","0","CGF2","",""
"762002","Jebel Ali Free Zone, Nafco 2","24.980547","55.076908","0001","0","NF2","",""
"746002","Jebel Ali Free Zone, Lease Office 5-2","24.984367","55.081303","0001","0","JFL52","",""
"760002","Jebel Ali Free Zone, Roundabout 6-2","24.991449","55.089439","0001","0","JFR62","",""
"759002","Aiwa Gulf Free Zone 2","24.997463","55.088898","0001","0","AGF2","",""
"757002","Jebel Ali Free Zone, Sony 2","25.000929","55.085148","0001","0","SJAF2","",""
"756002","Dubai Ports Authority, Free Zone Office 2","25.00807","55.080379","0001","0","DFO2","",""
"755002","Jebel Ali Free Zone, Main Gate 2","25.012638","55.085613","0001","0","JAFM2","",""
"999102","Sheikh Zayed Road 1-2 (Non Stop)","25.130703","55.212139","0002","0","DZ22","",""
"131101","Max Metro Bus Stop Landside","25.232641","55.291439","0006","0","AJMSL","",""
"429002","Umm Hurair, Road 1-2","25.242495","55.309631","0006","0","UHR12","",""
"143002","Maktoum Road 2","25.260866","55.320671","0005","0","MKR2","",""
"376501","Union Metro Bus Stop 1-1","25.266365","55.315529","0005","0","UMSA1","",""
"136001","Al Nakhal","25.271868","55.316235","0005","0","N1","",""
"112002","Naif Intersection 2","25.274607","55.308861","0005","0","NIS2","",""
"773004","Jebel Ali, Bus Station 4","24.968576","55.044914","0001","0","JAB4","",""
"314101","Business Bay Metro Bus Stop Landside","25.191597","55.261013","0006","0","BBMSL1","",""
"424002","Karama, Dubai Municipality Center 2","25.245764","55.302265","0006","0","KDM2","",""
"400001","BurJuman Metro Bus Stop 2-1","25.252048","55.30291","0006","0","BJMSB1","",""
"388002","Four Point Sheraton Hotel 2","25.256424","55.301151","0006","0","FPSH2","",""
"203201","Sharaf DG Metro Bus Stop 3-1","25.257809","55.298393","0006","0","SDGMSC1","",""
"202102","Sharaf DG Metro Bus Stop 1-2","25.259478","55.295193","0006","0","AFMS2","",""
"407001","Nahda Street","25.259525","55.291576","0006","0","NS1","",""
